Driver_ID,total_assigned_requests,total_completed_trips,Assignment_to_completion_ratio,Average_Ride_Distance,Average_Rating,Average_Undiscounted_Fare,Average_Ride_Duration,Total_Trip
4295655,169,27,0.16,4458,4,101,962,170
5425048,46,5,0.11,4458,4,101,962,14
4693995,3,5,1.67,4458,4,101,962,14
3466729,48,2,0.04,4458,4,101,962,2
5220164,103,40,0.39,4458,4,101,962,256
5354559,71,23,0.32,4458,4,101,962,50
5338870,90,20,0.22,4458,4,101,962,55
4468616,98,3,0.03,4458,4,101,962,3
5319719,30,1,0.03,4458,4,101,962,41
5385546,101,6,0.06,4458,4,101,962,6
5080101,213,20,0.09,4459,4,101,962,96
5348756,288,25,0.09,4458,4,101,962,71
5164950,121,67,0.55,4458,4,101,961,170
3419580,240,14,0.06,4458,4,101,961,146
4325997,87,26,0.3,4457,4,101,961,105
5227369,49,8,0.16,4457,4,101,961,28
5178953,156,25,0.16,4458,4,101,962,58
5143527,24,8,0.33,4458,4,101,962,61
4846036,153,67,0.44,4457,4,101,961,317
4303297,89,19,0.21,4457,4,101,961,38
3218143,368,7,0.02,4457,4,101,961,28
5399293,69,11,0.16,4457,4,101,961,105
4759510,117,4,0.03,4457,4,101,961,9
5334077,208,20,0.1,4457,4,101,961,92
4553888,92,37,0.4,4457,4,101,961,178
4712098,140,31,0.22,4457,4,101,961,48
4881593,136,64,0.47,4458,4,101,961,217
5020759,78,41,0.53,4458,4,101,961,173
5316614,73,14,0.19,4458,4,101,961,127
5286887,171,4,0.02,4458,4,101,961,14
4537035,86,11,0.13,4458,4,101,961,14
5397342,47,16,0.34,4458,4,101,961,114
5412726,80,16,0.2,4458,4,101,961,19
3951792,147,74,0.5,4459,4,101,961,282
5256496,102,9,0.09,4458,4,101,961,23
4357327,155,25,0.16,4459,4,101,961,129
2886584,189,53,0.28,4459,4,101,961,151
5373614,136,75,0.55,4459,4,101,961,226
4973346,56,7,0.12,4459,4,101,961,42
5003854,175,46,0.26,4459,4,101,961,241
5297335,73,26,0.36,4459,4,101,961,61
4263775,130,1,0.01,4459,4,101,961,1
4698655,123,31,0.25,4459,4,101,961,95
5388303,180,22,0.12,4459,4,101,961,56
5051181,155,66,0.43,4460,4,101,961,173
5416768,117,9,0.08,4460,4,101,961,66
5016041,126,54,0.43,4459,4,101,961,189
4868647,9,2,0.22,4460,4,101,961,44
5019119,90,45,0.5,4460,4,101,961,125
4331031,11,5,0.45,4460,4,101,961,53
5347366,202,36,0.18,4460,4,101,961,194
5178892,26,4,0.15,4460,4,101,961,23
4968719,42,2,0.05,4460,4,101,961,15
5359891,81,33,0.41,4460,4,101,961,194
5361769,26,8,0.31,4460,4,101,961,109
2957882,143,63,0.44,4460,4,101,961,135
5158721,30,20,0.67,4460,4,101,961,100
5076437,86,21,0.24,4460,4,101,961,123
4946567,71,37,0.52,4460,4,101,961,88
5159535,95,30,0.32,4461,4,101,961,129
5333144,115,2,0.02,4461,4,101,961,25
4372392,93,62,0.67,4462,4,101,961,233
4441562,27,4,0.15,4462,4,101,961,7
5055770,93,8,0.09,4462,4,101,961,44
5296437,24,15,0.62,4462,4,101,961,37
3754931,14,4,0.29,4462,4,101,961,49
3593600,99,36,0.36,4462,4,101,961,140
5107555,30,11,0.37,4462,4,101,961,73
3446102,48,10,0.21,4461,4,101,960,24
3633295,21,12,0.57,4461,4,101,960,36
4035678,46,27,0.59,4461,4,101,960,80
4960908,135,53,0.39,4460,4,101,960,93
4112672,100,9,0.09,4460,4,101,960,61
4491926,70,0,0.0,4460,4,101,960,61
5418268,184,20,0.11,4460,4,101,960,137
4632234,134,65,0.49,4461,4,101,960,305
5332449,14,10,0.71,4461,4,101,960,10
5126985,140,45,0.32,4462,4,101,960,230
5367468,78,23,0.29,4462,4,101,960,28
3688957,36,8,0.22,4462,4,101,960,81
5197333,58,43,0.74,4462,4,101,960,364
5317375,143,63,0.44,4462,4,101,960,187
4013798,35,23,0.66,4462,4,101,960,128
5355529,59,26,0.44,4463,4,101,960,101
5354034,107,58,0.54,4462,4,101,960,189
5348233,163,61,0.37,4463,4,101,960,291
5325152,220,33,0.15,4463,4,101,960,95
5316975,300,52,0.17,4461,4,101,960,249
5331077,114,42,0.37,4462,4,101,960,171
5318877,127,21,0.17,4462,4,101,960,69
4464698,247,18,0.07,4461,4,101,960,66
5170112,31,18,0.58,4461,4,101,960,95
5132205,99,17,0.17,4461,4,101,960,62
3637101,77,10,0.13,4460,4,101,960,66
5318550,82,18,0.22,4460,4,101,959,114
4662188,266,68,0.26,4459,4,101,959,337
5352796,53,26,0.49,4459,4,101,959,149
5205496,118,33,0.28,4460,4,101,959,207
5439508,32,6,0.19,4460,4,101,959,73
5212248,89,37,0.42,4460,4,101,960,280
5404962,77,29,0.38,4460,4,101,959,34
5036894,69,29,0.42,4460,4,101,959,102
4187580,79,26,0.33,4460,4,101,959,136
5412639,21,2,0.1,4460,4,101,959,2
5370107,48,4,0.08,4460,4,101,959,90
5426857,53,17,0.32,4460,4,101,959,95
4995477,97,8,0.08,4460,4,101,959,20
3820991,96,22,0.23,4460,4,101,959,76
4671798,98,33,0.34,4458,4,101,959,82
5058733,183,55,0.3,4458,4,101,959,241
5027247,107,28,0.26,4458,4,101,959,77
5212014,107,7,0.07,4458,4,101,958,87
5325056,82,29,0.35,4457,4,101,958,75
4423445,94,23,0.24,4457,4,101,958,87
5366602,321,49,0.15,4458,4,101,959,158
4360849,17,6,0.35,4458,4,101,959,13
4658403,25,9,0.36,4458,4,101,958,22
4966506,38,12,0.32,4458,4,101,958,68
5137417,154,81,0.53,4458,4,101,958,288
4374072,50,10,0.2,4458,4,101,958,21
5354168,90,25,0.28,4458,4,101,958,110
4980025,97,6,0.06,4458,4,101,958,29
3361417,19,1,0.05,4458,4,101,958,3
4042294,62,18,0.29,4459,4,101,958,35
4060767,42,4,0.1,4459,4,101,958,74
5016045,2,2,1.0,4459,4,101,958,7
5067669,7,2,0.29,4459,4,101,958,10
3751566,31,7,0.23,4459,4,101,958,37
5107320,53,45,0.85,4459,4,101,958,90
4761114,34,17,0.5,4459,4,101,958,63
5037205,73,32,0.44,4459,4,101,958,164
5348158,137,43,0.31,4458,4,101,958,138
2969346,76,13,0.17,4458,4,101,958,44
4192936,45,1,0.02,4458,4,101,958,17
4619707,24,0,0.0,4458,4,101,958,21
5211874,47,12,0.26,4458,4,101,958,64
4869168,35,21,0.6,4458,4,101,958,101
4165162,31,11,0.35,4459,4,101,958,57
5109577,48,2,0.04,4459,4,101,958,11
4703140,13,4,0.31,4459,4,101,958,13
4656070,94,7,0.07,4459,4,101,958,44
4978171,103,29,0.28,4459,4,101,958,96
2939767,128,8,0.06,4459,4,101,958,47
2940018,28,2,0.07,4459,4,101,958,10
4958782,221,36,0.16,4459,4,101,958,211
4489917,54,19,0.35,4459,4,101,958,146
4423909,3,1,0.33,4459,4,101,958,3
4698073,57,28,0.49,4460,4,101,958,116
4228298,155,5,0.03,4459,4,101,959,27
4511279,6,5,0.83,4459,4,101,959,27
5358404,17,13,0.76,4459,4,101,959,54
5270734,21,13,0.62,4459,4,101,959,110
5318865,10,13,1.3,4459,4,101,959,110
3801331,25,6,0.24,4459,4,101,959,19
3697004,36,5,0.14,4459,4,101,959,11
5208543,55,30,0.55,4459,4,101,959,77
2955357,38,9,0.24,4459,4,101,959,41
4693119,123,50,0.41,4459,4,101,959,241
5068041,89,7,0.08,4458,4,101,958,48
4613526,195,31,0.16,4459,4,101,959,62
4787193,9,3,0.33,4458,4,101,959,21
5295948,149,32,0.21,4459,4,101,959,135
5345600,98,43,0.44,4458,4,101,959,145
4450526,41,8,0.2,4458,4,101,959,36
4985131,132,12,0.09,4458,4,101,959,66
4984387,171,65,0.38,4459,4,101,959,304
4645382,23,1,0.04,4459,4,101,959,14
5316680,110,46,0.42,4459,4,101,959,131
4040845,22,5,0.23,4459,4,101,959,17
3868092,106,39,0.37,4459,4,101,959,263
5311176,22,7,0.32,4459,4,101,959,19
5367848,17,7,0.41,4459,4,101,959,1
5151321,80,29,0.36,4459,4,101,959,111
5173349,1,0,0.0,4459,4,101,959,14
5053969,46,12,0.26,4459,4,101,959,78
4679003,69,13,0.19,4458,4,101,959,30
4874975,83,14,0.17,4458,4,101,959,38
5227489,51,17,0.33,4458,4,101,959,65
5361053,68,24,0.35,4458,4,101,959,41
5106316,63,19,0.3,4458,4,101,959,51
5159194,73,35,0.48,4457,4,101,959,169
3160469,64,35,0.55,4457,4,101,959,5
4486760,110,17,0.15,4457,4,101,959,39
4599002,3,1,0.33,4457,4,101,959,1
3626950,201,35,0.17,4457,4,101,959,111
3043866,3,35,11.67,4457,4,101,959,111
5051368,101,33,0.33,4457,4,101,959,136
5073148,93,16,0.17,4457,4,101,959,57
4450505,108,36,0.33,4457,4,101,959,164
5297310,130,56,0.43,4457,4,101,959,201
5333274,114,2,0.02,4457,4,101,959,15
4510388,70,32,0.46,4456,4,101,959,147
5381165,97,43,0.44,4456,4,101,959,169
4016310,114,23,0.2,4454,4,101,958,55
5362388,146,42,0.29,4454,4,101,958,115
4965815,50,23,0.46,4454,4,101,958,64
5332151,40,8,0.2,4454,4,101,958,37
5272224,58,20,0.34,4454,4,101,958,104
5286978,167,49,0.29,4454,4,101,958,209
4632572,14,1,0.07,4454,4,101,958,14
4329565,245,47,0.19,4454,4,101,958,206
4225010,36,26,0.72,4454,4,101,958,60
3089358,40,6,0.15,4455,4,101,958,29
5359958,72,27,0.38,4455,4,101,958,78
5092814,268,35,0.13,4454,4,101,958,82
5114243,33,1,0.03,4454,4,101,958,21
4919604,46,21,0.46,4453,4,101,958,105
5360551,40,13,0.32,4453,4,101,958,79
3945768,47,16,0.34,4454,4,101,958,179
3645038,135,4,0.03,4453,4,101,958,20
5294803,216,123,0.57,4453,4,101,958,291
5251219,5,3,0.6,4453,4,101,958,29
3226970,107,28,0.26,4453,4,101,958,70
3849192,174,13,0.07,4453,4,101,958,31
5114242,44,1,0.02,4453,4,101,958,14
4709638,42,8,0.19,4453,4,101,958,18
4766432,96,13,0.14,4453,4,101,958,57
4790017,103,23,0.22,4453,4,101,958,95
2955461,23,0,0.0,4453,4,101,958,7
5254374,133,20,0.15,4452,4,101,958,37
5173941,61,25,0.41,4452,4,101,958,58
5296473,35,4,0.11,4452,4,101,958,31
5305152,44,12,0.27,4452,4,101,958,121
5271863,68,26,0.38,4453,4,101,958,70
5329329,71,6,0.08,4452,4,101,958,19
4966942,13,1,0.08,4452,4,101,958,25
5396809,103,17,0.17,4452,4,101,958,87
5367916,34,13,0.38,4452,4,101,958,32
5374734,130,74,0.57,4452,4,101,958,108
4747243,68,17,0.25,4451,4,101,957,36
4112114,59,2,0.03,4451,4,101,957,24
4603124,24,12,0.5,4451,4,101,957,24
5346917,60,38,0.63,4452,4,101,957,209
5244767,24,13,0.54,4452,4,101,957,53
4868279,73,19,0.26,4452,4,101,957,113
4965389,155,52,0.34,4452,4,101,957,160
3648810,52,5,0.1,4453,4,101,957,52
5397309,57,32,0.56,4452,4,101,957,46
3896386,1,32,32.0,4452,4,101,957,21
4690931,45,5,0.11,4452,4,101,957,21
3698459,131,81,0.62,4452,4,101,957,296
5252394,104,16,0.15,4452,4,101,957,110
4313254,30,11,0.37,4452,4,101,957,33
5354106,53,10,0.19,4452,4,101,957,67
4736314,74,16,0.22,4453,4,101,957,23
5005633,55,19,0.35,4453,4,101,957,65
5257598,124,44,0.35,4452,4,101,957,109
5354936,56,10,0.18,4452,4,101,957,51
5239873,260,13,0.05,4452,4,101,957,41
4599041,146,16,0.11,4452,4,101,957,36
5346353,159,38,0.24,4452,4,101,957,171
3189411,97,2,0.02,4452,4,101,957,2
5013672,22,3,0.14,4452,4,101,957,19
5250472,256,55,0.21,4452,4,101,957,144
5319424,86,20,0.23,4452,4,101,957,41
3994444,68,8,0.12,4452,4,101,960,9
4881584,23,5,0.22,4452,4,101,960,39
5305118,5,0,0.0,4452,4,101,960,39
5202646,108,66,0.61,4452,4,101,960,293
5217632,66,13,0.2,4453,4,101,960,30
5180045,66,15,0.23,4453,4,101,960,152
5219142,132,47,0.36,4454,4,101,961,249
4397579,54,6,0.11,4454,4,101,961,42
3448655,53,10,0.19,4454,4,101,961,40
5237534,82,4,0.05,4454,4,101,961,24
4699156,136,36,0.26,4454,4,101,961,92
3967187,33,11,0.33,4454,4,101,961,38
5239971,103,42,0.41,4454,4,101,961,196
4038984,28,9,0.32,4455,4,101,961,25
5396299,98,15,0.15,4455,4,101,961,16
4919916,123,30,0.24,4454,4,101,961,197
5179681,94,28,0.3,4454,4,101,961,226
5128691,24,0,0.0,4454,4,101,961,1
4233720,144,19,0.13,4454,4,101,961,93
5354632,150,69,0.46,4455,4,101,961,344
3067864,25,4,0.16,4455,4,101,962,35
5212475,70,22,0.31,4455,4,101,962,71
4465335,26,5,0.19,4455,4,101,962,12
4779258,14,1,0.07,4455,4,101,962,11
4898205,56,11,0.2,4455,4,101,962,111
3918668,66,19,0.29,4455,4,101,962,91
5159557,41,5,0.12,4455,4,101,962,32
4612796,3,5,1.67,4455,4,101,962,32
4571584,125,21,0.17,4455,4,101,962,78
4808552,91,14,0.15,4456,4,101,962,83
4885518,106,12,0.11,4455,4,101,962,24
4493103,52,12,0.23,4455,4,101,962,39
5360766,50,17,0.34,4455,4,101,962,72
3876827,127,46,0.36,4453,4,101,961,147
4051325,85,23,0.27,4452,4,101,961,122
4867776,74,9,0.12,4452,4,101,961,89
4487174,50,8,0.16,4452,4,101,961,69
4577172,146,28,0.19,4452,4,101,961,67
5083237,52,22,0.42,4452,4,101,961,95
5250420,40,16,0.4,4452,4,101,961,119
4329296,38,22,0.58,4452,4,101,961,88
5160491,69,2,0.03,4452,4,101,961,12
5247866,45,10,0.22,4452,4,101,961,57
4872236,35,14,0.4,4452,4,101,961,100
5303604,23,9,0.39,4452,4,101,961,25
4413887,57,23,0.4,4452,4,101,961,148
4129108,37,15,0.41,4452,4,101,961,97
5331953,36,20,0.56,4452,4,101,961,55
5363499,47,12,0.26,4452,4,101,961,12
4546226,47,5,0.11,4452,4,101,961,19
4555145,175,32,0.18,4453,4,101,961,137
5258211,208,6,0.03,4453,4,101,961,121
4934638,125,48,0.38,4453,4,101,961,162
3820335,117,9,0.08,4452,4,101,961,32
3838939,20,11,0.55,4453,4,101,961,47
5265927,81,4,0.05,4453,4,101,961,5
5169362,45,16,0.36,4453,4,101,961,53
3637339,99,43,0.43,4453,4,101,961,153
5255321,71,25,0.35,4453,4,101,961,43
3981274,30,8,0.27,4453,4,101,961,18
5096387,85,41,0.48,4453,4,101,961,137
4174398,63,18,0.29,4454,4,101,962,129
4592639,128,37,0.29,4454,4,101,962,195
5310502,107,37,0.35,4454,4,101,961,133
5271509,58,4,0.07,4454,4,101,962,19
4473888,1,0,0.0,4454,4,101,962,6
5312134,155,1,0.01,4454,4,101,962,8
5220621,32,5,0.16,4454,4,101,961,20
4989474,2,1,0.5,4454,4,101,961,4
5210877,14,1,0.07,4454,4,101,961,4
2931665,111,5,0.05,4454,4,101,961,15
5213341,124,2,0.02,4454,4,101,961,14
5296506,36,25,0.69,4454,4,101,962,73
5115571,41,21,0.51,4454,4,101,961,37
4981877,52,15,0.29,4453,4,101,961,67
4933315,93,35,0.38,4454,4,101,961,176
2903228,9,0,0.0,4454,4,101,961,11
5050122,66,27,0.41,4453,4,101,961,51
5113451,42,16,0.38,4453,4,101,961,82
4678338,20,5,0.25,4453,4,101,961,22
4122673,65,2,0.03,4453,4,101,961,10
5369065,8,0,0.0,4453,4,101,961,33
4942175,59,36,0.61,4453,4,101,961,105
4657629,36,11,0.31,4453,4,101,961,67
4712145,116,26,0.22,4454,4,101,961,183
5198213,125,45,0.36,4453,4,101,961,286
5113871,118,30,0.25,4453,4,101,961,121
4648386,36,6,0.17,4453,4,101,961,46
5164176,62,12,0.19,4453,4,101,961,46
5353449,55,20,0.36,4454,4,101,961,169
5219932,90,15,0.17,4454,4,101,961,76
5347209,49,43,0.88,4454,4,101,961,190
5332470,49,5,0.1,4454,4,101,961,19
5339448,50,14,0.28,4454,4,101,961,44
5035533,58,29,0.5,4454,4,101,961,76
4365833,17,0,0.0,4454,4,101,961,1
5398076,170,8,0.05,4454,4,101,961,8
5174524,148,76,0.51,4454,4,101,961,359
5332597,170,38,0.22,4455,4,101,961,85
4152817,33,8,0.24,4455,4,101,961,28
3878003,104,34,0.33,4454,4,101,961,188
5219811,28,9,0.32,4454,4,101,961,127
4330985,54,8,0.15,4454,4,101,961,17
3344762,60,0,0.0,4454,4,101,961,1
4121855,8,1,0.12,4454,4,101,961,14
5395225,130,62,0.48,4454,4,101,961,265
5266018,62,8,0.13,4454,4,101,961,25
5217975,37,18,0.49,4454,4,101,961,101
4741712,29,18,0.62,4454,4,101,961,103
5396523,34,16,0.47,4454,4,101,961,39
5304718,78,38,0.49,4454,4,101,961,81
4998307,69,5,0.07,4454,4,101,961,30
4372753,51,28,0.55,4454,4,101,961,95
4466671,78,26,0.33,4454,4,101,961,68
4670952,5,0,0.0,4454,4,101,961,68
5226360,174,87,0.5,4454,4,101,961,399
5402506,118,46,0.39,4455,4,101,962,152
5402387,10,1,0.1,4455,4,101,962,4
4331277,31,4,0.13,4455,4,101,962,10
4579497,121,13,0.11,4454,4,101,962,91
5266108,59,19,0.32,4454,4,101,962,98
4802282,51,26,0.51,4454,4,101,962,82
4148928,81,13,0.16,4454,4,101,962,43
4416219,42,12,0.29,4454,4,101,962,31
4912412,113,34,0.3,4454,4,101,962,192
4868071,179,31,0.17,4455,4,101,962,190
4559491,45,13,0.29,4455,4,101,962,25
5003569,53,3,0.06,4455,4,101,962,79
4045906,61,1,0.02,4455,4,101,962,4
5227310,10,1,0.1,4455,4,101,962,1
2970452,29,0,0.0,4455,4,101,962,22
4753620,83,7,0.08,4455,4,101,962,10
5404803,109,54,0.5,4455,4,101,962,145
5169474,138,54,0.39,4456,4,101,963,88
4838020,67,0,0.0,4456,4,101,963,88
5383040,54,8,0.15,4456,4,101,963,27
5318402,74,0,0.0,4456,4,101,963,27
4564875,123,15,0.12,4456,4,101,962,30
4004192,57,16,0.28,4456,4,101,962,60
5411497,25,16,0.64,4456,4,101,962,19
4912443,5,1,0.2,4456,4,101,962,7
4263025,115,25,0.22,4457,4,101,963,63
4968175,75,36,0.48,4457,4,101,963,112
5113388,153,11,0.07,4457,4,101,963,87
4874345,85,15,0.18,4457,4,101,963,44
4724083,113,18,0.16,4457,4,101,962,130
4985523,114,55,0.48,4458,4,101,963,318
5115463,178,18,0.1,4458,4,101,963,39
4719007,53,27,0.51,4458,4,101,963,97
5318558,4,27,6.75,4457,4,101,963,11
4691947,90,7,0.08,4457,4,101,963,54
4126536,40,4,0.1,4457,4,101,963,14
5169103,13,4,0.31,4457,4,101,963,4
5115955,83,35,0.42,4457,4,101,963,188
4672644,82,32,0.39,4457,4,101,962,329
4284999,163,46,0.28,4457,4,101,963,190
3956036,14,8,0.57,4457,4,101,963,48
4253265,166,71,0.43,4457,4,101,962,336
4820689,78,17,0.22,4456,4,101,962,100
5296471,102,30,0.29,4456,4,101,962,158
5311290,118,35,0.3,4456,4,101,962,46
4303765,45,16,0.36,4456,4,101,962,22
4264488,43,16,0.37,4455,4,101,962,47
5411518,59,8,0.14,4455,4,101,962,22
5039886,132,36,0.27,4456,4,101,962,88
5323813,167,29,0.17,4456,4,101,962,147
4633171,32,14,0.44,4455,4,101,962,52
5409918,99,36,0.36,4456,4,101,962,83
2935294,68,25,0.37,4456,4,101,962,174
5387445,55,19,0.35,4456,4,101,962,53
5382990,100,26,0.26,4456,4,101,962,75
4473842,82,22,0.27,4456,4,101,962,116
3644456,44,22,0.5,4456,4,101,962,1
5411571,120,74,0.62,4456,4,101,962,313
4434650,120,18,0.15,4456,4,101,962,45
4776928,104,39,0.38,4456,4,101,962,157
4538988,133,20,0.15,4456,4,101,962,48
3550359,155,53,0.34,4456,4,101,962,246
3969754,77,20,0.26,4456,4,101,962,125
4894815,16,5,0.31,4456,4,101,962,99
4959958,151,18,0.12,4456,4,101,962,68
5286121,18,1,0.06,4456,4,101,962,1
3399348,69,1,0.01,4456,4,101,962,100
5315004,100,7,0.07,4455,4,101,961,19
4553688,15,2,0.13,4455,4,101,961,22
5374849,73,24,0.33,4455,4,101,961,28
5319254,39,11,0.28,4455,4,101,962,47
4916483,47,13,0.28,4455,4,101,961,70
4910065,72,13,0.18,4455,4,101,961,45
5324525,70,36,0.51,4455,4,101,961,177
5332914,63,26,0.41,4455,4,101,961,140
4649920,40,0,0.0,4455,4,101,961,4
5352910,8,0,0.0,4455,4,101,961,19
5362324,59,8,0.14,4455,4,101,961,26
5204269,231,55,0.24,4454,4,101,961,203
5068016,69,26,0.38,4454,4,101,961,91
5027533,101,2,0.02,4454,4,101,961,4
5348292,155,3,0.02,4454,4,101,961,13
5373515,95,40,0.42,4454,4,101,961,93
4571534,207,70,0.34,4454,4,101,961,493
5225058,156,60,0.38,4454,4,101,961,199
4604343,77,24,0.31,4454,4,101,961,130
4873318,82,46,0.56,4454,4,101,961,293
5255426,112,17,0.15,4454,4,101,961,61
4746082,157,48,0.31,4454,4,100,961,260
3299607,74,2,0.03,4454,4,101,961,16
3990952,46,33,0.72,4454,4,101,961,126
3906430,75,12,0.16,4454,4,101,961,13
4028017,96,43,0.45,4453,4,100,961,177
4511571,14,2,0.14,4453,4,100,961,13
3994570,17,3,0.18,4453,4,100,961,3
4486294,32,12,0.38,4453,4,100,961,112
4765988,11,6,0.55,4453,4,100,961,21
5375330,23,7,0.3,4453,4,100,961,8
4932018,41,3,0.07,4453,4,100,961,29
4486278,60,35,0.58,4453,4,100,961,126
3525400,34,35,1.03,4452,4,100,961,126
5389748,142,16,0.11,4452,4,100,961,54
2949302,76,29,0.38,4452,4,100,961,31
3894433,130,5,0.04,4452,4,100,961,11
5193118,72,37,0.51,4452,4,100,961,119
5165081,52,13,0.25,4452,4,100,961,63
5305086,38,27,0.71,4452,4,100,961,65
5045617,10,4,0.4,4452,4,100,961,5
3891107,17,9,0.53,4452,4,100,961,31
4673855,42,7,0.17,4452,4,100,961,77
3635071,44,18,0.41,4452,4,100,961,113
5420076,2,0,0.0,4452,4,100,961,113
4541499,138,44,0.32,4452,4,100,961,189
5373431,103,37,0.36,4452,4,100,961,121
4353988,167,18,0.11,4452,4,100,961,39
5226268,30,13,0.43,4451,4,100,961,24
5334092,91,24,0.26,4451,4,100,961,63
5382753,79,12,0.15,4451,4,100,961,84
5264442,78,4,0.05,4451,4,100,961,25
4915629,56,22,0.39,4451,4,100,961,112
4092353,70,35,0.5,4451,4,100,961,151
3601722,110,0,0.0,4451,4,100,961,151
4957793,28,0,0.0,4451,4,100,961,4
5083598,38,8,0.21,4451,4,100,961,42
4511527,15,8,0.53,4451,4,100,961,7
4463621,10,1,0.1,4451,4,100,961,3
4643237,22,10,0.45,4451,4,100,961,12
5305088,192,83,0.43,4451,4,100,961,111
5248864,66,33,0.5,4451,4,100,961,144
4525054,76,14,0.18,4451,4,100,961,39
4651915,108,20,0.19,4451,4,100,961,90
5043591,169,41,0.24,4451,4,100,960,223
3782398,8,0,0.0,4451,4,100,960,19
5113639,37,2,0.05,4450,4,100,960,14
5415842,111,20,0.18,4451,4,100,960,143
5332937,46,17,0.37,4451,4,100,961,89
2998385,25,2,0.08,4451,4,100,961,2
5178673,57,36,0.63,4451,4,100,961,231
3452494,16,36,2.25,4451,4,100,961,231
4565655,118,19,0.16,4452,4,100,961,68
5396058,102,24,0.24,4451,4,100,961,204
3668173,6,24,4.0,4451,4,100,961,204
5327161,74,19,0.26,4451,4,100,961,54
5019177,217,27,0.12,4451,4,100,961,129
3119763,54,21,0.39,4452,4,100,961,120
5383415,28,11,0.39,4452,4,100,961,27
4604762,15,1,0.07,4452,4,100,961,2
5286388,279,69,0.25,4451,4,100,961,375
4011552,65,31,0.48,4451,4,100,961,65
5312625,48,8,0.17,4451,4,100,961,91
5420049,65,31,0.48,4452,4,100,961,87
5394137,31,20,0.65,4452,4,100,961,131
5158978,15,1,0.07,4452,4,100,961,5
3437386,30,2,0.07,4452,4,100,961,4
4103653,18,0,0.0,4452,4,100,961,2
4624237,9,0,0.0,4452,4,100,961,27
5074922,143,42,0.29,4452,4,100,961,112
4656561,77,24,0.31,4452,4,100,961,75
5204770,29,10,0.34,4452,4,100,961,33
5395083,159,32,0.2,4452,4,100,961,104
4893298,58,1,0.02,4452,4,100,961,7
4554374,118,37,0.31,4452,4,100,961,67
5249585,57,19,0.33,4452,4,100,961,193
5407531,42,4,0.1,4452,4,100,961,58
5373224,141,39,0.28,4451,4,100,961,206
4638038,70,30,0.43,4452,4,100,961,136
3350754,20,30,1.5,4452,4,100,961,136
5303740,11,0,0.0,4452,4,100,961,10
4418277,4,0,0.0,4452,4,100,961,6
5106492,98,47,0.48,4453,4,100,961,226
5116272,51,37,0.73,4453,4,100,961,191
4818253,76,5,0.07,4452,4,100,961,13
5289981,25,12,0.48,4452,4,100,961,45
5123211,53,8,0.15,4453,4,100,961,25
3709813,109,30,0.28,4453,4,100,961,124
4195371,44,33,0.75,4453,4,100,961,154
5410571,108,18,0.17,4452,4,100,961,105
5362254,116,2,0.02,4452,4,100,961,9
4182411,81,14,0.17,4452,4,100,961,96
4777720,8,14,1.75,4452,4,100,961,2
4424694,71,21,0.3,4452,4,100,961,102
4516025,65,22,0.34,4452,4,100,961,74
3174762,30,2,0.07,4452,4,100,961,10
4810060,45,9,0.2,4452,4,100,961,77
3918252,72,15,0.21,4452,4,100,961,106
5105108,38,10,0.26,4452,4,100,961,38
4579092,102,38,0.37,4452,4,100,961,142
4298705,57,15,0.26,4452,4,100,961,97
4886466,213,28,0.13,4452,4,100,961,154
5400286,135,57,0.42,4453,4,100,961,192
5425369,8,6,0.75,4453,4,100,961,35
5226796,51,0,0.0,4453,4,100,961,35
5318906,253,31,0.12,4452,4,100,961,128
5285685,98,29,0.3,4452,4,100,961,76
5004204,64,26,0.41,4452,4,100,961,152
5212626,70,30,0.43,4452,4,100,961,107
5213425,65,5,0.08,4452,4,100,961,34
4448069,31,4,0.13,4452,4,100,961,18
5359947,115,48,0.42,4453,4,100,961,88
5080337,71,22,0.31,4453,4,100,961,202
2950334,82,13,0.16,4452,4,100,960,62
5169841,75,7,0.09,4452,4,100,960,77
5004246,125,8,0.06,4452,4,100,960,33
4465655,65,1,0.02,4452,4,100,960,52
4962525,41,3,0.07,4452,4,100,960,11
4766928,2,3,1.5,4452,4,100,960,11
3634447,104,47,0.45,4452,4,100,960,93
4760860,18,6,0.33,4452,4,100,960,77
5412532,53,18,0.34,4452,4,100,960,32
5426112,33,15,0.45,4452,4,100,960,35
5122319,15,6,0.4,4452,4,100,960,38
5426523,114,10,0.09,4452,4,100,960,45
4797272,55,10,0.18,4452,4,100,960,48
5138785,114,4,0.04,4452,4,100,960,20
4536821,141,44,0.31,4452,4,100,960,159
5250661,62,6,0.1,4452,4,100,960,27
5433621,10,2,0.2,4452,4,100,960,17
2962047,56,18,0.32,4452,4,100,960,56
5394986,51,31,0.61,4452,4,100,961,116
5303746,33,1,0.03,4452,4,100,961,1
5325002,71,1,0.01,4452,4,100,961,33
5434379,39,19,0.49,4452,4,100,960,65
4051643,15,19,1.27,4451,4,100,960,65
4468201,31,0,0.0,4451,4,100,960,65
4760057,36,0,0.0,4451,4,100,960,65
5413131,66,4,0.06,4451,4,100,960,19
5303987,116,18,0.16,4451,4,100,960,38
5404434,138,15,0.11,4451,4,100,960,31
3361083,1,0,0.0,4451,4,100,960,31
4945831,3,0,0.0,4451,4,100,960,31
5056680,121,1,0.01,4451,4,100,960,4
5211966,119,11,0.09,4451,4,100,961,84
4059114,10,0,0.0,4451,4,100,961,5
